TMDL TARGET DATE(S) ++,NOTE,BASIN,HUC,LOCATION,STATION,COUNTY,USE,CAUSE
2013,,SALKEHATCHIE,030502070602,SAVANNAH CREEK AT S.R.-87,CSTL-053,BAMBERG,AL,BIO
,,,,,,,,
2017,,SALKEHATCHIE,030502070603,SALKEHATCHIE RIVER @ HWY 301,CSTL-048,BAMBERG,FISH,HG
2017,,SALKEHATCHIE,030502070603,SALKEHATCHIE RIVER @ SC 641,CSTL-105,BAMBERG,FISH,HG
,,,,,,,,
2014,,SALKEHATCHIE,030502070604,RICEPATCH CRK. AT SC 63,CSTL-569,COLLETON,AL,BIO
,,,,,,,,
2009,*,SALKEHATCHIE,030502070606,SALKEHATCHIE RVR AT 601 9 MI NE HAMPTON,CSTL-006,COLLETON,REC,FC
2017,,SALKEHATCHIE,030502070606,SALKEHATCHIE RIVER @ US 601,CSTL-562,HAMPTON,FISH,HG
,,,,,,,,
2014,,SALKEHATCHIE,030502070704,COMBAHEE RVR AT US 17 10 MI ESE YEMASSEE,CSTL-098,BEAUFORT,AL,DO
2017,,SALKEHATCHIE,030502070704,COMBAHEE RVR AT US 17 10 MI ESE YEMASSEE,CSTL-098,BEAUFORT,FISH,HG
2017,,SALKEHATCHIE,030502070704,COMBAHEE RIVER @ SEC RD 756,CSTL-561,COLLETON,FISH,HG
,,,,,,,,
2012,,SALKEHATCHIE,030502070705,CHEHAW RVR AT OLD CHEHAW BOAT LANDING ON S-15-161,RT-02017,COLLETON,AL,ZN
"2018, 2018",,SALKEHATCHIE,030502070803,IRELAND CK AT S-15-116 5 1/2 MI N OF WALTERBORO,CSTL-044,COLLETON,AL,DO
"2018, 2018",,SALKEHATCHIE,030502070803,IRELAND CK AT S-15-116 5 1/2 MI N OF WALTERBORO,CSTL-044,COLLETON,AL,PH
2008,*,SALKEHATCHIE,030502070803,IRELAND CK AT S-15-116 5 1/2 MI N OF WALTERBORO,CSTL-044,COLLETON,REC,FC
,,,,,,,,
2017,,SALKEHATCHIE,030502070902,CHESSIE CREEK @ CHESSIE LANDING,CSTL-070,COLLETON,FISH,HG
,,,,,,,,
2009,*,SALKEHATCHIE,030502070903,HORSESHOE CREEK AT SC 64,CSTL-071,COLLETON,REC,FC
2017,,SALKEHATCHIE,030502070903,HORSESHOE CREEK AT SC 64,CSTL-071,COLLETON,FISH,HG
2017,,SALKEHATCHIE,030502070903,HORSESHOE CREEK AT SC 64,CSTL-071,COLLETON,AL,ZN
2013,,SALKEHATCHIE,030502070903,FULLER SWAMP CRK. AT US 17A,CSTL-581,COLLETON,AL,BIO
,,,,,,,,
2010,,SALKEHATCHIE,030502071001,ASHEPOO RVR AT SC 303 10 MI SSW OF WALTERBORO,CSTL-068,COLLETON,REC,FC
2015,,SALKEHATCHIE,030502071001,ASHEPOO RVR AT SC 303 10 MI SSW OF WALTERBORO,CSTL-068,COLLETON,AL,ZN
,,,,,,,,
2015,,SALKEHATCHIE,030502071002,ASHEPOO RVR AT US 17 3.4 MI ESE OF GREEN POND,CSTL-069,COLLETON,AL,DO
2015,,SALKEHATCHIE,030502071002,ASHEPOO RVR AT US 17 3.4 MI ESE OF GREEN POND,CSTL-069,COLLETON,REC,FC
2017,,SALKEHATCHIE,030502071002,ASHEPOO RVR AT US 17 3.4 MI ESE OF GREEN POND,CSTL-069,COLLETON,FISH,HG
,,,,,,,,
2012,,SALKEHATCHIE,030502071003,ASHEPO RIVER POG,14-19,COLLETON,SHELLFISH,FC
2012,,SALKEHATCHIE,030502071003,S. EDISTO RVR &  ASHEPOO RVR CUT,14-20,COLLETON,SHELLFISH,FC
2012,,SALKEHATCHIE,030502071003,"SCOTT CREEK, HEADWATERS AT JEREMY INLET AT BOAT LANDING ",14-21,COLLETON,SHELLFISH,FC
2015,#,SALKEHATCHIE,030502071003,ASHEPOO RIVER AT S-15-26,MD-251,COLLETON,AL,TURBIDITY
2015,,SALKEHATCHIE,030502071003,ASHEPOO RIVER AT PUBLIC OYSTER GROUND (14-19),MD-253,COLLETON,AL,TURBIDITY
2015,#,SALKEHATCHIE,030502071003,ASHEPOO RIVER AT HOLE-IN-THE-WALL OXBOW 0.5 MI SW (DOWNRIVER) OF S-15-26,RO-046071,COLLETON,AL,TURBIDITY
2010,#,SALKEHATCHIE,030502071003,ROCK CK 0.75 MI SW CONFL W/ ASHEPOO RVR,RT-032035,COLLETON,AL,TURBIDITY
"2017, 2011",,SALKEHATCHIE,030502071101,COOSAW RVR NEAR MOUTH OF BULL RVR,RO-02005,BEAUFORT,AL,CU
"2017, 2011",,SALKEHATCHIE,030502071101,COOSAW RVR NEAR MOUTH OF BULL RVR,RO-02005,BEAUFORT,AL,TURBIDITY
2014,,SALKEHATCHIE,030502071101,WIMBEE CK 0.7 MI SE OF MOUTH OF S WIMBEE CK,RO-036037,BEAUFORT,AL,TURBIDITY
2010,,SALKEHATCHIE,030502071101,"TRIBUTARY TO BULL RIVER, 7.5 M NE OF BEAUFORT",RT-01643,BEAUFORT,AL,TURBIDITY
,,,,,,,,
2011,,SALKEHATCHIE,030502071102,LUCY POINT CREEK AT ROCKY SPRINGS CREEK,16A-13,BEAUFORT,SHELLFISH,FC
2011,,SALKEHATCHIE,030502071102,LUCY POINT CREEK APPROX. 0.75 MI NE OF CONFL ROCK SPRINGS CK,16A-33,BEAUFORT,SHELLFISH,FC
"2017, 2010",,SALKEHATCHIE,030502071102,TIDAL CK NEAR CONFL OF COOSAW AND BULL RVRS CHISOLM ISL,RT-02015,BEAUFORT,AL,CU
"2017, 2010",,SALKEHATCHIE,030502071102,TIDAL CK NEAR CONFL OF COOSAW AND BULL RVRS CHISOLM ISL,RT-02015,BEAUFORT,AL,TURBIDITY
2011,,SALKEHATCHIE,030502071103,DOE CR BEHIND COASTAL SEAFOOD - BEHIND DATAW ISLAND,16A-14,BEAUFORT,SHELLFISH,FC
2011,,SALKEHATCHIE,030502071103,EDDING CREEK AT SHRIMP DOCK,16A-18,BEAUFORT,SHELLFISH,FC
2011,,SALKEHATCHIE,030502071103,"ROCK SPRINGS CREEK,UPPER REACHES",16A-19,BEAUFORT,SHELLFISH,FC
2011,,SALKEHATCHIE,030502071103,EDDING CR AT SMALL TRIBUTARY BETWEEN STATIONS 9 AND 18,16A-23,BEAUFORT,SHELLFISH,FC
2011,,SALKEHATCHIE,030502071103,JENKINS CREEK AT SMALL UNNAMED TRIBUTARY NORTH SIDE OF WARSAW ISLAND,16A-25,BEAUFORT,SHELLFISH,FC
2011,,SALKEHATCHIE,030502071103,COFFIN CREEK MOUTH AT MORGAN RIVER,16A-27,BEAUFORT,SHELLFISH,FC
2011,,SALKEHATCHIE,030502071103,"COFFIN CREEK, HEADWATERS AT SHRIMP DOCKS",16A-28,BEAUFORT,SHELLFISH,FC
2011,,SALKEHATCHIE,030502071103,"JENKINS CREEK, 500FT. NORTH OF STORMWATER AT DAWTAW ISLAND GOLF COURSE,",16A-30,BEAUFORT,SHELLFISH,FC
2011,,SALKEHATCHIE,030502071103,LUCY POINT CREEK APPROX. 1.4 MI N OF CONFL MORGAN RIVER,16A-34,BEAUFORT,SHELLFISH,FC
2011,,SALKEHATCHIE,030502071103,MORGAN RIVER AT CONFL LUCY POINT CK,16A-35,BEAUFORT,SHELLFISH,FC
2011,,SALKEHATCHIE,030502071103,JENKINS CREEK APPROX. 1.0 MI SE CONFL WARSAW FLATS,16A-36,BEAUFORT,SHELLFISH,FC
2011,,SALKEHATCHIE,030502071103,JENKINS CREEK AT POLOWANA ISLAND,16A-37,BEAUFORT,SHELLFISH,FC
2011,,SALKEHATCHIE,030502071103,PINE ISLAND CREEK NEAR CONFL VILLAGE CREEK,16A-38,BEAUFORT,SHELLFISH,FC
2017,,SALKEHATCHIE,030502071103,TRIB TO SPARROW NEST CK NEAR DATHA ISLAND,RT-02027,BEAUFORT,AL,CU
2014,#,SALKEHATCHIE,030502071103,COFFIN CK 0.7 MI SE OF CONFL W/ MORGAN RVR,RT-032033,BEAUFORT,AL,TURBIDITY
,,,,,,,,
2010,#,SALKEHATCHIE,030502071104,"SAINT HELENA SOUND, 7 M SW OF EDISTO BEACH",RO-01163,BEAUFORT,AL,TURBIDITY
2011,,SALKEHATCHIE,030502071104,COOSAW RVR NEAR MOUTH OF COMBAHEE RVR,RO-02001,BEAUFORT,AL,TURBIDITY
,,,,,,,,
2016,,SALKEHATCHIE,030502080102,LAKE GEORGE WARREN IN FOREBAY NEAR DAM,CL-062,HAMPTON,AL,ZN
2015,,SALKEHATCHIE,030502080102,"LAKE WARREN, BLACK CK ARM, AT S-25-41 5 MI SW OF HAMPTON",CSTL-075,HAMPTON,AL,ZN
"2012, 2012, 2012, 2016",,SALKEHATCHIE,030502080102,LAKE GEORGE WARREN 0.2 MI W OF SPILLWAY NE CORNER OF LAKE CLOSER TO LAKE WARREN ST PARK SHORELINE,RL-03331,HAMPTON,AL,CHLA
"2012, 2012, 2012, 2016",,SALKEHATCHIE,030502080102,LAKE GEORGE WARREN 0.2 MI W OF SPILLWAY NE CORNER OF LAKE CLOSER TO LAKE WARREN ST PARK SHORELINE,RL-03331,HAMPTON,AL,TN
"2012, 2012, 2012, 2016",,SALKEHATCHIE,030502080102,LAKE GEORGE WARREN 0.2 MI W OF SPILLWAY NE CORNER OF LAKE CLOSER TO LAKE WARREN ST PARK SHORELINE,RL-03331,HAMPTON,AL,TP
"2012, 2012, 2012, 2016",,SALKEHATCHIE,030502080102,LAKE GEORGE WARREN 0.2 MI W OF SPILLWAY NE CORNER OF LAKE CLOSER TO LAKE WARREN ST PARK SHORELINE,RL-03331,HAMPTON,AL,ZN
2014,,SALKEHATCHIE,030502080201,"DUCK CREEK AT THE DOWNSTREAM SIDE OF US 278, 2.6 M SE OF ALLENDALE",RS-01025,ALLENDALE,AL,DO
,,,,,,,,
2015,,SALKEHATCHIE,030502080202,COOSAWHATCHIE RVR AT S-03-47,CSTL-110,ALLENDALE,AL,DO
2015,,SALKEHATCHIE,030502080202,COOSAWHATCHIE RVR AT S-03-47,CSTL-110,ALLENDALE,REC,FC
"2015, 2015",,SALKEHATCHIE,030502080204,COOSAWHATCHIE RIVER AT SC 363,CSTL-121,HAMPTON,AL,DO
"2015, 2015",,SALKEHATCHIE,030502080204,COOSAWHATCHIE RIVER AT SC 363,CSTL-121,HAMPTON,AL,ZN
2015,,SALKEHATCHIE,030502080204,COOSAWHATCHIE RIVER AT SC 363,CSTL-121,HAMPTON,REC,FC
2009,*,SALKEHATCHIE,030502080204,BLOOD HILL CREEK AT S-25-69 2.4 MI NE OF GIFFORD,RS-03360,HAMPTON,REC,FC
,,,,,,,,
2019,,SALKEHATCHIE,030502080302,CYPRESS CREEK AT S-27-108,CSTL-122,JASPER,AL,ZN
,,,,,,,,
2009,*,SALKEHATCHIE,030502080401,SANDERS BR AT SC 278,CSTL-010,HAMPTON,REC,FC
2009,*,SALKEHATCHIE,030502080401,SANDERS BR AT S-25-50,CSTL-011,HAMPTON,REC,FC
2009,*,SALKEHATCHIE,030502080401,SANDERS BRANCH AT SC RD 363,CSTL-108,HAMPTON,REC,FC
2009,*,SALKEHATCHIE,030502080401,SANDERS BR FROM BRIDGE AT PAVED RD FROM SC 363 N,RS-02488,HAMPTON,REC,FC
2012,,SALKEHATCHIE,030502080401,SANDERS BR FROM BRIDGE AT PAVED RD FROM SC 363 N,RS-02488,HAMPTON,AL,ZN
,,,,,,,,
2015,,SALKEHATCHIE,030502080404,COOSAWHATCHIE RVR AT S-25-27 2.5 MI SW CUMMINGS,CSTL-109,HAMPTON,AL,ZN
,,,,,,,,
2017,,SALKEHATCHIE,030502080405,COOSAWHATCHIE RIVER @ SEC RD 36,CSTL-077,JASPER,FISH,HG
,,,,,,,,
2014,,SALKEHATCHIE,030502080406,BEES CK AT SC 462 5.9 MI NE OF RIDGELAND,MD-128,JASPER,AL,DO
"2015, 2015",,SALKEHATCHIE,030502080406,BEES CK AT WALL FAMILY CAMP FLOATING DOCK APPROX 1 MI E SC 462 AS CROW FLIES,MD-280,JASPER,AL,DO
"2015, 2015",,SALKEHATCHIE,030502080406,BEES CK AT WALL FAMILY CAMP FLOATING DOCK APPROX 1 MI E SC 462 AS CROW FLIES,MD-280,JASPER,AL,TURBIDITY
2015,,SALKEHATCHIE,030502080406,BEES CK AT WALL FAMILY CAMP FLOATING DOCK APPROX 1 MI E SC 462 AS CROW FLIES,MD-280,JASPER,REC,FC
"2015, 2015, 2015",,SALKEHATCHIE,030502080407,COOSAWHATCHIE RVR AT US 17 AT COOSAWHATCHIE,CSTL-107,JASPER,AL,DO
"2015, 2015, 2015",,SALKEHATCHIE,030502080407,COOSAWHATCHIE RVR AT US 17 AT COOSAWHATCHIE,CSTL-107,JASPER,AL,PH
"2015, 2015, 2015",,SALKEHATCHIE,030502080407,COOSAWHATCHIE RVR AT US 17 AT COOSAWHATCHIE,CSTL-107,JASPER,AL,ZN
2015,,SALKEHATCHIE,030502080407,COOSAWHATCHIE RVR AT US 17 AT COOSAWHATCHIE,CSTL-107,JASPER,REC,FC
,,,,,,,,
2012,,SALKEHATCHIE,030502080501,BATTERY CREEK AT UNNAMED CREEK AT (FORMER) DISCHARGE OF BC HIGH AND CHERRY HILL HIGH,15-21,BEAUFORT,SHELLFISH,FC
2012,,SALKEHATCHIE,030502080501,BATTERY CREEK - SC HWY 280 BRIDGE (C6-97),15-24,BEAUFORT,SHELLFISH,FC
2012,,SALKEHATCHIE,030502080501,BATTERY CREEK - DOWLINGWOOD TRIBUTARY (C6-97),15-25,BEAUFORT,SHELLFISH,FC
2012,,SALKEHATCHIE,030502080501,BATTERY CREEK - PICKET FENCE TRIBUTARY (C6-97),15-26,BEAUFORT,SHELLFISH,FC
2012,,SALKEHATCHIE,030502080501,BATTERY CREEK - CHERRY HILL TRIBUTARY (C6-97),15-27,BEAUFORT,SHELLFISH,FC
2012,,SALKEHATCHIE,030502080501,BATTERY CREEK - COTTAGE FARMS COMMUNITY DOCK (C6-97),15-30,BEAUFORT,SHELLFISH,FC
2012,,SALKEHATCHIE,030502080501,BATTERY CREEK - BATTERY POINT COMMUNITY DOCK,15-31,BEAUFORT,SHELLFISH,FC
2012,,SALKEHATCHIE,030502080501,BATTERY CREEK - UNDER POWER LINE,15-32,BEAUFORT,SHELLFISH,FC
,,,,,,,,
2011,,SALKEHATCHIE,030502080601,POCOTALIGO RVR AT US 17 AT POCOTALIGO,MD-007,BEAUFORT,REC,FC
2011,,SALKEHATCHIE,030502080601,POCOTALIGO RVR AT US 17 AT POCOTALIGO,MD-007,BEAUFORT,AL,TURBIDITY
,,,,,,,,
2012,,SALKEHATCHIE,030502080602,HUSPAH CREEK AT RAILROAD TRESTLE,14-14,BEAUFORT,SHELLFISH,FC
2012,,SALKEHATCHIE,030502080602,HUSPAH CREEK AT BULL POINT - WHALE BRANCH POG,14-18,BEAUFORT,SHELLFISH,FC
2019,,SALKEHATCHIE,030502080602,HUSPAH CREEK AT RAILROAD TRESTLE (14-14),MD-254,BEAUFORT,AL,CU
,,,,,,,,
2008,*,SALKEHATCHIE,030502080606,CHECHESSEE CREEK AT OKATIE RIVER,18-03,BEAUFORT,SHELLFISH,FC
2008,*,SALKEHATCHIE,030502080606,OKATIE RIVER AT INDIGO PLANTATION,18-07,BEAUFORT,SHELLFISH,FC
2008,*,SALKEHATCHIE,030502080606,OKATIE RIVER AT DOCK WITHOUT HOUSE,18-08,BEAUFORT,SHELLFISH,FC
2008,*,SALKEHATCHIE,030502080606,CHECHESSEE CREEK FIRST UNNAMED TRIBUTARY FROM COLLETON RIVER,18-09,BEAUFORT,SHELLFISH,FC
2008,*,SALKEHATCHIE,030502080606,OKATIE RV AT CONFLUENCE OF PINKNEY COLONY TRIBU. (C10-97),18-16,BEAUFORT,SHELLFISH,FC
2008,*,SALKEHATCHIE,030502080606,OKATIE RV AT CONFLUENCE OF CHERRY POINT TRIBU. (C6-97),18-17,BEAUFORT,SHELLFISH,FC
2014,,SALKEHATCHIE,030502080606,COLLETON RVR AT COLLETON NECK-AT JCT WITH CHECHESSEE RV,MD-176,BEAUFORT,AL,DO
2014,,SALKEHATCHIE,030502080606,"COLLETON RIVER AT MOUTH OF CALLAWASSIE CREEK, 4.5 M N OF BLUFFTON",RO-01125,BEAUFORT,AL,DO
,,,,,,,,
2013,,SALKEHATCHIE,030502080607,HAZZARD CREEK AT SECOND RIGHT BEND ABOVE STATION #17 & 18,17-25,JASPER,SHELLFISH,FC
2008,*,SALKEHATCHIE,030502080607,CHECHESSEE CREEK SECOND BRIDGE TO CALLAWASSIE ISLAND,18-10,BEAUFORT,SHELLFISH,FC
2008,*,SALKEHATCHIE,030502080607,CHECHESSEE CREEK FIRST BRIDGE TO CALLAWASSIE ISLAND,18-11,BEAUFORT,SHELLFISH,FC
2008,*,SALKEHATCHIE,030502080607,CHECHESSEE CREEK TRIBUTARY FROM SPRING ISLAND SHRIMP POND,18-14,BEAUFORT,SHELLFISH,FC
2014,,SALKEHATCHIE,030502080607,"CHECHESEE RIVER, 6.5 M WEST OF PORT ROYAL",RO-01146,BEAUFORT,AL,DO
2014,,SALKEHATCHIE,030502080607,CHECHESSEE RVR 1.4 MI SE CONFL W/ COLLETON RVR,RO-036032,BEAUFORT,AL,DO
,,,,,,,,
2010,,SALKEHATCHIE,030502080608,FISH HAUL CREEK AT PORT ROYAL SOUND,20-27,BEAUFORT,SHELLFISH,FC
2019,,SALKEHATCHIE,030502080608,BROAD RVR AT SC 170 7.5 MI SW OF BEAUFORT,MD-116,BEAUFORT,AL,CU
2019,,SALKEHATCHIE,030502080608,PORT ROYAL SOUND 1.8 MI SW OF TIP OF PARRIS ISLAND,RO-036034,BEAUFORT,AL,CU
,,,,,,,,
"2021, 2021",,SALKEHATCHIE,030601090406,WRIGHT RIVER 1.5 MILES US FROM FIELDS CUT (19-20),MD-259,JASPER,AL,CU
"2021, 2021",,SALKEHATCHIE,030601090406,WRIGHT RIVER 1.5 MILES US FROM FIELDS CUT (19-20),MD-259,JASPER,AL,NI
2011,,SALKEHATCHIE,030601100202,NEW RIVER 3.4 MI SSE OF SC 170 BRIDGE OVER NEW RIVER,RT-06021,BEAUFORT,REC,FC
,,,,,,,,
2010,,SALUDA,030050109404,BALDWIN CREEK@ N. MOORE ROAD,S-972,GREENVILLE,AL,BIO
,,,,,,,,
2013,,SALUDA,030501090102,N SALUDA RVR AT BRDG AB JCT WITH SALUDA RVR E OF SC 186,S-004,GREENVILLE,AL,BIO
2013,,SALUDA,030501090102,NORTH SALUDA R. AT US HWY 25,S-773,GREENVILLE,AL,BIO
,,,,,,,,
2010,,SALUDA,030501090201,ADAMS CK AT UNPVD RD FROM SC 8 AND END OF S-39-34,RS-02330,PICKENS,AL,TURBIDITY
2013,,SALUDA,030501090201,OOLENOY RVR AT S-39-47,S-103,PICKENS,AL,BIO
,,,,,,,,
2016,,SALUDA,030501090302,BURDINE CREEK AT BRIDGE ON S-39-192 3 MI NE OF EASLEY,RS-06151,PICKENS,AL,BIO
2019,,SALUDA,030501090302,GEORGES CK AT S-39-28,S-300,PICKENS,AL,CU
2019,,SALUDA,030501090302,GEORGES CREEK AT ROAD ABOVE SR 36,S-865,PICKENS,AL,BIO
,,,,,,,,
2014,,SALUDA,030501090303,BIG BRUSHY CK AT S-04-143,S-301,ANDERSON,AL,BIO
,,,,,,,,
2013,,SALUDA,030501090305,GROVE CR. AT SEC. RD. 541,S-774,GREENVILLE,AL,BIO
,,,,,,,,
2014,,SALUDA,030501090306,BIG CK AT S-04-116,S-302,ANDERSON,AL,BIO
,,,,,,,,
2016,,SALUDA,030501090307,"MILL CK AT BENT BRIDGE RD, BL CAROLINA PLATING",S-315,GREENVILLE,AL,CR
,,,,,,,,
2008,*,SALUDA,030501090401,REEDY RVR AT UN# RD OFF US 276 .75 MI W TRAVELERS REST,S-073,GREENVILLE,REC,FC
2008,*,SALUDA,030501090401,LANGSTON CK AT SC 253,S-264,GREENVILLE,REC,FC
2012,,SALUDA,030501090401,LANGSTON CREEK @ OLD BUNCOMB ROAD,S-265,GREENVILLE,AL,BIO
2014,#,SALUDA,030501090401,REEDY RIVER AT SR 133,S-868,GREENVILLE,AL,BIO
2014,,SALUDA,030501090401,REEDY RIVER AT SR 88,S-928,GREENVILLE,AL,BIO
,,,,,,,,
2014,,SALUDA,030501090402,REEDY RVR AT S-23-30 3.9 MI SE GREENVILLE,S-013,GREENVILLE,AL,CU
2008,*,SALUDA,030501090402,REEDY RVR AT S-23-30 3.9 MI SE GREENVILLE,S-013,GREENVILLE,REC,FC
2017,,SALUDA,030501090402,LAKE CONESTEE,S-015,GREENVILLE,FISH,HG
2008,*,SALUDA,030501090402,BRUSHY CK ON GREEN ST EXT BL DUNEAN MILL ON SC 20,S-067,GREENVILLE,REC,FC
2014,,SALUDA,030501090402,"REEDY RVR AT RIVERS ST, DOWNTOWN GREENVILLE",S-319,GREENVILLE,AL,BIO
2008,*,SALUDA,030501090402,"REEDY RVR AT RIVERS ST, DOWNTOWN GREENVILLE",S-319,GREENVILLE,REC,FC
2015,,SALUDA,030501090402,BRUSHY CREEK AT SR 30,S-867,GREENVILLE,AL,BIO
2014,,SALUDA,030501090402,RICHLAND CREEK@ E. NORTH STREET    CITY OF GREENVILLE,S-981,GREENVILLE,AL,BIO
,,,,,,,,
2009,*,SALUDA,030501090403,HUFF CK AT SC 418 1.6 MI NW FORK SHOALS,S-178,GREENVILLE,REC,FC
2013,,SALUDA,030501090403,HUFF CREEK AT SR 459,S-863,GREENVILLE,AL,BIO
2013,,SALUDA,030501090403,HUFF CREEK@ GRIFFIN MIL RD,S-983,GREENVILLE,AL,BIO
2010,,SALUDA,030501090403,BAKER CREEK TRIBUTARY@ ALVERSON RD,S-984,GREENVILLE,AL,BIO
,,,,,,,,
2014,,SALUDA,030501090404,UNNAMED TRIB TO THE REEDY RIVER IN THE THE PRESERVE AT PLANTERS ROW S/D FROM S-23-448 ,RS-06167,GREENVILLE,AL,BIO
2014,,SALUDA,030501090404,UNNAMED TRIB TO THE REEDY RIVER IN THE THE PRESERVE AT PLANTERS ROW S/D FROM S-23-448,RS-06167,GREENVILLE,REC,FC
2014,,SALUDA,030501090404,REEDY RVR AT S-23-448 1.75 MI SE CONESTEE,S-018,GREENVILLE,AL,BIO
2008,*,SALUDA,030501090404,REEDY RVR AT S-23-448 1.75 MI SE CONESTEE,S-018,GREENVILLE,REC,FC
2008,*,SALUDA,030501090404,REEDY RVR ON HWY 418 AT FORK SHOALS,S-072,GREENVILLE,REC,FC
2013,,SALUDA,030501090404,ROCKY CK AT S-23-453 3.5 MI SW OF SIMPSONVILLE,S-091,GREENVILLE,AL,BIO
2008,*,SALUDA,030501090404,ROCKY CK AT S-23-453 3.5 MI SW OF SIMPSONVILLE,S-091,GREENVILLE,REC,FC
2014,,SALUDA,030501090404,LAUREL CREEK @ MAULDIN ROAD (BUTLER ROAD),S-139,GREENVILLE,AL,BIO
2008,*,SALUDA,030501090404,REEDY RVR AT S-23-316 3.5 MI SSW OF MAULDIN,S-323,GREENVILLE,REC,FC
2014,,SALUDA,030501090404,REEDY RIVER@ SR 542,S-833,GREENVILLE,AL,BIO
2014,,SALUDA,030501090404,REEDY RIVER@ SR 154,S-834,GREENVILLE,AL,BIO
,,,,,,,,
2015,,SALUDA,030501090501,HARRISON CREEK@ HARRISON BRIDGE RD,S-982,GREENVILLE,AL,BIO
"2008, 2008",*,SALUDA,030501090602,BOYD MILL POND 0.5 MI NW OF BRIDGE OVER REEDY RIVER ON SC 252,RL-05403,LAURENS,AL,PH
"2008, 2008",*,SALUDA,030501090602,BOYD MILL POND 0.5 MI NW OF BRIDGE OVER REEDY RIVER ON SC 252,RL-05403,LAURENS,AL,TP
2008,*,SALUDA,030501090602,REEDY RVR AT U.S. 76,S-070,LAURENS,REC,FC
"2008, 2008",*,SALUDA,030501090602,BOYD MILL POND .6 KM W DAM,S-311,LAURENS,AL,PH
"2008, 2008",*,SALUDA,030501090602,BOYD MILL POND .6 KM W DAM,S-311,LAURENS,AL,TP
2014,,SALUDA,030501090602,REEDY RIVER@ SR 985,S-835,GREENVILLE,AL,BIO
,,,,,,,,
2008,*,SALUDA,030501090604,REEDY RVR AT S-30-06 E WARE SHOALS,S-021,LAURENS,REC,FC
2010,,SALUDA,030501090604,REEDY FORK OF LK GREENWOOD AT S-30-29,S-022,LAURENS,AL,PH
"2008, 2008",*,SALUDA,030501090604,"LAKE GREENWOOD, REEDY RVR ARM, 150 YDS US RABON CK",S-308,LAURENS,AL,TP
"2008, 2008",*,SALUDA,030501090604,"LAKE GREENWOOD, REEDY RVR ARM, 150 YDS US RABON CK",S-308,LAURENS,AL,PH
2013,,SALUDA,030501090701,ROCKY CREEK AT SC 72 BY-PASS AND SC 254 IN GREENWOOD,RS-03346,GREENWOOD,AL,BIO
2011,,SALUDA,030501090701,ROCKY CREEK AT SC 72 BY-PASS AND SC 254 IN GREENWOOD,RS-03346,GREENWOOD,REC,FC
2013,,SALUDA,030501090701,CORONACA CK AT S-24-100 4 MI NW OF 96,S-092,GREENWOOD,REC,FC
2013,,SALUDA,030501090701,CORONACA CREEK AT SC HWY 221,S-184,GREENWOOD,AL,BIO
,,,,,,,,
2008,*,SALUDA,030501090702,WILSON CK AT S-24-101,S-233,GREENWOOD,REC,FC
2013,,SALUDA,030501090702,WILSON CK AT S-24-124,S-235,GREENWOOD,AL,BIO
2010,,SALUDA,030501090702,WILSON CK AT S-24-124,S-235,GREENWOOD,REC,FC
,,,,,,,,
2016,,SALUDA,030501090704,NINETY SIX CK AT SC 702 5.2 MI ESE OF 96,S-093,GREENWOOD,AL,CU
2008,*,SALUDA,030501090704,NINETY SIX CK AT SC 702 5.2 MI ESE OF 96,S-093,GREENWOOD,REC,FC
2016,,SALUDA,030501090704,NINETY SIX CREEK AT SR 42,S-856,GREENWOOD,AL,BIO
,,,,,,,,
2014,,SALUDA,030501090801,MOUNTAIN CREEK TIBUTARY@ OAK HILL RD  (SR 50),S-990,GREENVILLE,AL,BIO
,,,,,,,,
2015,,SALUDA,030501090802,BROAD MOUTH CREEK AT BRIDGE ON CO RD S-04-265 (ROCKY FORD ROAD) 3.5 MI NNW OF HONEA PATH,RS-04364,ANDERSON,AL,BIO
2013,,SALUDA,030501090802,TRIB.BROAD MOUTH CR. AT SEC. RD.205,S-776,ANDERSON,AL,BIO
,,,,,,,,
2013,,SALUDA,030501090804,TURKEY CREEK AT SR 96,S-858,GREENWOOD,AL,BIO
,,,,,,,,
2017,,SALUDA,030501090805,UNNAMED TRIB TO THE SALUDA RIVER AT BRIDGE ON UNNUMBERED RD(RIVER RD) 7.1 MI SE OF WILLIAMSTON,RS-06030,GREENVILLE,REC,FC
,,,,,,,,
2010,,SALUDA,030501090807,LAKE GREENWOOD 1.0 MI NW OF SEABOARD RR CROSSING,RL-02311,GREENWOOD,AL,PH
2010,,SALUDA,030501090807,"LAKE GREENWOOD, HEADWATERS, JUST US S-30-33",S-024,LAURENS,AL,PH
,,,,,,,,
2020,,SALUDA,030501090808,LAKE GREENWOOD 200 FT US OF DAM,S-303,GREENWOOD,AL,CU
,,,,,,,,
2015,,SALUDA,030501091003,WEST CREEK AT S-41-105 12.4 MI ESE OF SALUDA,RS-05398,SALUDA,AL,BIO
,,,,,,,,
2014,,SALUDA,030501091103,BIG CREEK AT SC 39 5.1 MI NW OF SALUDA,RS-05590,SALUDA,REC,FC
2015,,SALUDA,030501091103,BIG CREEK AT SR 122,S-855,SALUDA,AL,BIO
,,,,,,,,
2010,,SALUDA,030501091104,LITTLE SALUDA RVR AT US 378 E SALUDA,S-050,SALUDA,AL,DO
2010,,SALUDA,030501091104,LITTLE SALUDA RVR AT S-41-39 5.2 MI NE SALUDA,S-123,SALUDA,AL,DO
